WAFER_ID,n_stable_segment,b_stable,b_stable_update
1490254080,5,"[0, 27, 27, 137, 137, 156, 156, 169, 169, 185]","[0, 27, 137, 156, 169, 185]"
1490254092,5,"[0, 16, 16, 131, 131, 150, 150, 163, 163, 180]","[0, 16, 131, 150, 163, 180]"
1490254104,5,"[0, 19, 19, 132, 132, 152, 152, 161, 161, 179]","[0, 19, 132, 152, 161, 179]"
1490254124,5,"[0, 17, 17, 133, 133, 154, 154, 164, 164, 181]","[0, 17, 133, 154, 164, 181]"
1490254140,5,"[0, 20, 20, 133, 133, 154, 154, 164, 164, 182]","[0, 20, 133, 154, 164, 182]"
1492254346,5,"[0, 17, 17, 132, 132, 153, 153, 163, 163, 180]","[0, 17, 132, 153, 163, 180]"
2110498180,5,"[0, 17, 17, 135, 135, 155, 155, 165, 165, 182]","[0, 17, 135, 155, 165, 182]"
2110498228,5,"[0, 5, 5, 122, 122, 142, 142, 155, 155, 172]","[0, 5, 122, 142, 155, 172]"
2114498118,5,"[0, 20, 20, 149, 149, 170, 170, 180, 180, 197]","[0, 20, 149, 170, 180, 197]"
2655292676,5,"[0, 19, 19, 139, 139, 160, 160, 170, 170, 188]","[0, 19, 139, 160, 170, 188]"
2655292684,5,"[0, 20, 20, 141, 141, 161, 161, 172, 172, 188]","[0, 20, 141, 161, 172, 188]"
2657292900,5,"[0, 5, 5, 116, 116, 137, 137, 148, 148, 165]","[0, 5, 116, 137, 148, 165]"
2657292942,5,"[0, 5, 5, 119, 119, 140, 140, 150, 150, 167]","[0, 5, 119, 140, 150, 167]"
2657292950,5,"[0, 17, 17, 133, 133, 152, 152, 161, 161, 179]","[0, 17, 133, 152, 161, 179]"
2663292680,5,"[0, 17, 17, 136, 136, 150, 150, 154, 154, 171]","[0, 17, 136, 150, 154, 171]"
2663292688,5,"[0, 20, 20, 140, 140, 161, 161, 171, 171, 189]","[0, 20, 140, 161, 171, 189]"
2663292720,5,"[0, 17, 17, 131, 131, 148, 148, 161, 161, 177]","[0, 17, 131, 148, 161, 177]"
2663292724,5,"[0, 19, 19, 142, 142, 163, 163, 173, 173, 190]","[0, 19, 142, 163, 173, 190]"
2663292728,5,"[0, 15, 15, 133, 133, 152, 152, 163, 163, 180]","[0, 15, 133, 152, 163, 180]"
2665292900,5,"[0, 17, 17, 135, 135, 156, 156, 169, 169, 183]","[0, 17, 135, 156, 169, 183]"
2665292916,5,"[0, 26, 26, 142, 142, 165, 165, 175, 175, 193]","[0, 26, 142, 165, 175, 193]"
2665292924,5,"[0, 23, 23, 141, 141, 161, 161, 172, 172, 189]","[0, 23, 141, 161, 172, 189]"
2665292986,5,"[0, 16, 16, 130, 130, 151, 151, 164, 164, 178]","[0, 16, 130, 151, 164, 178]"
2667292676,5,"[0, 17, 17, 132, 132, 151, 151, 162, 162, 178]","[0, 17, 132, 151, 162, 178]"
2667292680,5,"[0, 12, 12, 126, 126, 147, 147, 157, 157, 174]","[0, 12, 126, 147, 157, 174]"
2667292708,5,"[0, 5, 5, 125, 125, 145, 145, 155, 155, 172]","[0, 5, 125, 145, 155, 172]"
2667292716,5,"[0, 17, 17, 131, 131, 152, 152, 162, 162, 178]","[0, 17, 131, 152, 162, 178]"
2667292874,5,"[0, 17, 17, 131, 131, 153, 153, 163, 163, 180]","[0, 17, 131, 153, 163, 180]"
2667292894,5,"[0, 18, 18, 133, 133, 154, 154, 164, 164, 181]","[0, 18, 133, 154, 164, 181]"
2703293042,5,"[0, 17, 17, 149, 149, 170, 170, 180, 180, 198]","[0, 17, 149, 170, 180, 198]"
2703293050,5,"[0, 16, 16, 145, 145, 166, 166, 176, 176, 194]","[0, 16, 145, 166, 176, 194]"
2703293054,5,"[0, 20, 20, 154, 154, 162, 162, 183, 183, 201]","[0, 20, 154, 162, 183, 201]"
2707293030,5,"[0, 17, 17, 144, 144, 164, 164, 174, 174, 191]","[0, 17, 144, 164, 174, 191]"
2707293042,5,"[0, 12, 12, 131, 131, 155, 155, 165, 165, 182]","[0, 12, 131, 155, 165, 182]"
2707293050,5,"[0, 16, 16, 139, 139, 159, 159, 169, 169, 186]","[0, 16, 139, 159, 169, 186]"
2707293076,5,"[0, 17, 17, 143, 143, 164, 164, 174, 174, 197]","[0, 17, 143, 164, 174, 197]"
2707293108,5,"[0, 17, 17, 133, 133, 153, 153, 163, 163, 180]","[0, 17, 133, 153, 163, 180]"
2709292842,5,"[0, 17, 17, 128, 128, 149, 149, 159, 159, 177]","[0, 17, 128, 149, 159, 177]"
2709292850,5,"[0, 17, 17, 131, 131, 152, 152, 162, 162, 180]","[0, 17, 131, 152, 162, 180]"
2709292854,5,"[0, 20, 20, 139, 139, 158, 158, 169, 169, 187]","[0, 20, 139, 158, 169, 187]"
2709292858,5,"[0, 21, 21, 134, 134, 154, 154, 164, 164, 182]","[0, 21, 134, 154, 164, 182]"
2709292862,5,"[0, 5, 5, 114, 114, 135, 135, 145, 145, 163]","[0, 5, 114, 135, 145, 163]"
2717292802,5,"[0, 17, 17, 147, 147, 167, 167, 177, 177, 194]","[0, 17, 147, 167, 177, 194]"
2717292822,5,"[0, 5, 5, 129, 129, 149, 149, 159, 159, 176]","[0, 5, 129, 149, 159, 176]"
2717292834,5,"[0, 17, 17, 137, 137, 158, 158, 168, 168, 186]","[0, 17, 137, 158, 168, 186]"
2717292838,5,"[0, 20, 20, 144, 144, 165, 165, 175, 175, 193]","[0, 20, 144, 165, 175, 193]"
2717292858,5,"[0, 16, 16, 143, 143, 164, 164, 176, 176, 192]","[0, 16, 143, 164, 176, 192]"
2717292862,5,"[0, 18, 18, 140, 140, 161, 161, 171, 171, 189]","[0, 18, 140, 161, 171, 189]"
2911013960,5,"[0, 18, 18, 136, 136, 157, 157, 167, 167, 185]","[0, 18, 136, 157, 167, 185]"
2911013972,5,"[0, 17, 17, 140, 140, 160, 160, 170, 170, 187]","[0, 17, 140, 160, 170, 187]"
2911013976,5,"[0, 18, 18, 136, 136, 156, 156, 166, 166, 184]","[0, 18, 136, 156, 166, 184]"
2911013980,5,"[0, 20, 20, 137, 137, 158, 158, 169, 169, 186]","[0, 20, 137, 158, 169, 186]"
2911013992,5,"[0, 17, 17, 139, 139, 160, 160, 170, 170, 188]","[0, 17, 139, 160, 170, 188]"
2913014234,5,"[0, 11, 11, 127, 127, 148, 148, 159, 159, 176]","[0, 11, 127, 148, 159, 176]"
2915014054,5,"[0, 19, 19, 117, 117, 138, 138, 147, 147, 164]","[0, 19, 117, 138, 147, 164]"
2917014230,5,"[0, 17, 17, 139, 139, 160, 160, 170, 170, 263]","[0, 17, 139, 160, 170, 263]"
2917014250,5,"[0, 18, 18, 139, 139, 160, 160, 168, 168, 193]","[0, 18, 139, 160, 168, 193]"
2917014266,5,"[0, 6, 6, 130, 130, 150, 150, 160, 160, 178]","[0, 6, 130, 150, 160, 178]"
2917014270,5,"[0, 20, 20, 141, 141, 162, 162, 173, 173, 190]","[0, 20, 141, 162, 173, 190]"
2919013980,5,"[0, 20, 20, 144, 144, 163, 163, 174, 174, 191]","[0, 20, 144, 163, 174, 191]"
2921014246,5,"[0, 17, 17, 141, 141, 161, 161, 171, 171, 188]","[0, 17, 141, 161, 171, 188]"
2921014258,5,"[0, 17, 17, 137, 137, 158, 158, 168, 168, 186]","[0, 17, 137, 158, 168, 186]"
2921014270,5,"[0, 17, 17, 139, 139, 160, 160, 170, 170, 188]","[0, 17, 139, 160, 170, 188]"
2939014292,5,"[0, 19, 19, 137, 137, 157, 157, 164, 164, 184]","[0, 19, 137, 157, 164, 184]"
2939014300,5,"[0, 18, 18, 133, 133, 154, 154, 165, 165, 187]","[0, 18, 133, 154, 165, 187]"
2941014078,5,"[0, 20, 20, 133, 133, 154, 154, 164, 164, 182]","[0, 20, 133, 154, 164, 182]"
2975014144,5,"[0, 17, 17, 135, 135, 156, 156, 165, 165, 183]","[0, 17, 135, 156, 165, 183]"
2975014148,5,"[0, 17, 17, 136, 136, 156, 156, 166, 166, 183]","[0, 17, 136, 156, 166, 183]"
2975014152,5,"[0, 18, 18, 133, 133, 154, 154, 164, 164, 181]","[0, 18, 133, 154, 164, 181]"
2975014168,5,"[0, 11, 11, 140, 140, 160, 160, 170, 170, 188]","[0, 11, 140, 160, 170, 188]"
2975014172,5,"[0, 18, 18, 134, 134, 155, 155, 165, 165, 182]","[0, 18, 134, 155, 165, 182]"
2975014184,5,"[0, 37, 37, 154, 154, 174, 174, 184, 184, 201]","[0, 37, 154, 174, 184, 201]"
2975014188,5,"[0, 9, 9, 124, 124, 145, 145, 155, 155, 172]","[0, 9, 124, 145, 155, 172]"
2975014374,5,"[0, 17, 17, 134, 134, 155, 155, 168, 168, 182]","[0, 17, 134, 155, 168, 182]"
2977014368,5,"[0, 29, 29, 155, 155, 175, 175, 185, 185, 202]","[0, 29, 155, 175, 185, 202]"
2977014380,5,"[0, 17, 17, 135, 135, 154, 154, 165, 165, 180]","[0, 17, 135, 154, 165, 180]"
2977014410,5,"[0, 16, 16, 133, 133, 156, 156, 166, 166, 183]","[0, 16, 133, 156, 166, 183]"
2979014144,5,"[0, 17, 17, 132, 132, 153, 153, 164, 164, 180]","[0, 17, 132, 153, 164, 180]"
2979014148,5,"[0, 20, 20, 135, 135, 156, 156, 167, 167, 183]","[0, 20, 135, 156, 167, 183]"
2979014152,5,"[0, 20, 20, 141, 141, 161, 161, 171, 171, 188]","[0, 20, 141, 161, 171, 188]"
2979014164,5,"[0, 19, 19, 136, 136, 158, 158, 169, 169, 186]","[0, 19, 136, 158, 169, 186]"
2979014168,5,"[0, 17, 17, 134, 134, 156, 156, 167, 167, 184]","[0, 17, 134, 156, 167, 184]"
2979014180,5,"[0, 16, 16, 132, 132, 152, 152, 162, 162, 178]","[0, 16, 132, 152, 162, 178]"
2979014184,5,"[0, 20, 20, 137, 137, 160, 160, 170, 170, 186]","[0, 20, 137, 160, 170, 186]"
2979014196,5,"[0, 16, 16, 132, 132, 153, 153, 164, 164, 181]","[0, 16, 132, 153, 164, 181]"
2981014384,5,"[0, 10, 10, 125, 125, 146, 146, 157, 157, 173]","[0, 10, 125, 146, 157, 173]"
2981014388,5,"[0, 21, 21, 140, 140, 160, 160, 168, 168, 187]","[0, 21, 140, 160, 168, 187]"
2981014396,5,"[0, 18, 18, 133, 133, 154, 154, 164, 164, 180]","[0, 18, 133, 154, 164, 180]"
2981014410,5,"[0, 18, 18, 135, 135, 154, 154, 165, 165, 181]","[0, 18, 135, 154, 165, 181]"
2981014422,5,"[0, 20, 20, 136, 136, 157, 157, 167, 167, 185]","[0, 20, 136, 157, 167, 185]"
2981014426,5,"[0, 10, 10, 135, 135, 155, 155, 165, 165, 179]","[0, 10, 135, 155, 165, 179]"
2983014200,5,"[0, 17, 17, 133, 133, 153, 153, 163, 163, 179]","[0, 17, 133, 153, 163, 179]"
2985014384,5,"[0, 18, 18, 134, 134, 154, 154, 164, 164, 181]","[0, 18, 134, 154, 164, 181]"
2985014392,5,"[0, 20, 20, 134, 134, 156, 156, 167, 167, 183]","[0, 20, 134, 156, 167, 183]"
2985014402,5,"[0, 5, 5, 118, 118, 141, 141, 150, 150, 168]","[0, 5, 118, 141, 150, 168]"
2985014414,5,"[0, 21, 21, 144, 144, 165, 165, 174, 174, 193]","[0, 21, 144, 165, 174, 193]"
2985014422,5,"[0, 17, 17, 139, 139, 160, 160, 169, 169, 187]","[0, 17, 139, 160, 169, 187]"
2985014426,5,"[0, 18, 18, 134, 134, 154, 154, 164, 164, 180]","[0, 18, 134, 154, 164, 180]"
2985014454,5,"[0, 17, 17, 133, 133, 153, 153, 163, 163, 180]","[0, 17, 133, 153, 163, 180]"
2985014462,5,"[0, 17, 17, 132, 132, 153, 153, 164, 164, 181]","[0, 17, 132, 153, 164, 181]"
2987014184,5,"[0, 18, 18, 137, 137, 158, 158, 168, 168, 186]","[0, 18, 137, 158, 168, 186]"
2987014192,5,"[0, 18, 18, 137, 137, 158, 158, 169, 169, 186]","[0, 18, 137, 158, 169, 186]"
2989014348,5,"[0, 20, 20, 138, 138, 157, 157, 168, 168, 185]","[0, 20, 138, 157, 168, 185]"
2999014314,5,"[0, 17, 17, 134, 134, 154, 154, 166, 166, 181]","[0, 17, 134, 154, 166, 181]"
3005014324,5,"[0, 19, 19, 136, 136, 157, 157, 168, 168, 185]","[0, 19, 136, 157, 168, 185]"
3005014526,5,"[0, 16, 16, 136, 136, 157, 157, 167, 167, 184]","[0, 16, 136, 157, 167, 184]"
3009014470,5,"[0, 17, 17, 134, 134, 154, 154, 164, 164, 181]","[0, 17, 134, 154, 164, 181]"
3009014494,5,"[0, 19, 19, 134, 134, 156, 156, 166, 166, 183]","[0, 19, 134, 156, 166, 183]"
3011014228,5,"[0, 16, 16, 134, 134, 155, 155, 166, 166, 183]","[0, 16, 134, 155, 166, 183]"
3011014278,5,"[0, 17, 17, 133, 133, 154, 154, 164, 164, 182]","[0, 17, 133, 154, 164, 182]"
3013014292,5,"[0, 17, 17, 133, 133, 154, 154, 164, 164, 181]","[0, 17, 133, 154, 164, 181]"
3013014296,5,"[0, 18, 18, 137, 137, 158, 158, 168, 168, 185]","[0, 18, 137, 158, 168, 185]"
3013014490,5,"[0, 17, 17, 134, 134, 155, 155, 165, 165, 182]","[0, 17, 134, 155, 165, 182]"
3013014506,5,"[0, 18, 18, 138, 138, 157, 157, 168, 168, 184]","[0, 18, 138, 157, 168, 184]"
3015014208,5,"[0, 18, 18, 136, 136, 155, 155, 166, 166, 183]","[0, 18, 136, 155, 166, 183]"
3015014248,5,"[0, 20, 20, 136, 136, 157, 157, 168, 168, 185]","[0, 20, 136, 157, 168, 185]"
3015014252,5,"[0, 16, 16, 131, 131, 152, 152, 162, 162, 179]","[0, 16, 131, 152, 162, 179]"
3015014268,5,"[0, 15, 15, 133, 133, 154, 154, 165, 165, 181]","[0, 15, 133, 154, 165, 181]"
3015014294,5,"[0, 17, 17, 134, 134, 154, 154, 164, 164, 182]","[0, 17, 134, 154, 164, 182]"
3015014302,5,"[0, 20, 20, 137, 137, 158, 158, 168, 168, 186]","[0, 20, 137, 158, 168, 186]"
3017014276,5,"[0, 20, 20, 139, 139, 160, 160, 170, 170, 187]","[0, 20, 139, 160, 170, 187]"
3017014288,5,"[0, 18, 18, 135, 135, 156, 156, 167, 167, 184]","[0, 18, 135, 156, 167, 184]"
3017014292,5,"[0, 17, 17, 133, 133, 153, 153, 163, 163, 180]","[0, 17, 133, 153, 163, 180]"
3017014296,5,"[0, 17, 17, 137, 137, 158, 158, 168, 168, 185]","[0, 17, 137, 158, 168, 185]"
3017014300,5,"[0, 17, 17, 135, 135, 155, 155, 165, 165, 182]","[0, 17, 135, 155, 165, 182]"
3017014470,5,"[0, 18, 18, 134, 134, 155, 155, 165, 165, 183]","[0, 18, 134, 155, 165, 183]"
3017014498,5,"[0, 16, 16, 134, 134, 155, 155, 165, 165, 183]","[0, 16, 134, 155, 165, 183]"
3017014506,5,"[0, 20, 20, 140, 140, 161, 161, 172, 172, 188]","[0, 20, 140, 161, 172, 188]"
3017014514,5,"[0, 20, 20, 140, 140, 160, 160, 170, 170, 187]","[0, 20, 140, 160, 170, 187]"
3017014522,5,"[0, 18, 18, 137, 137, 158, 158, 168, 168, 186]","[0, 18, 137, 158, 168, 186]"
3021014274,5,"[0, 19, 19, 138, 138, 157, 157, 168, 168, 190]","[0, 19, 138, 157, 168, 190]"
3021014286,5,"[0, 17, 17, 135, 135, 156, 156, 166, 166, 184]","[0, 17, 135, 156, 166, 184]"
3021014306,5,"[0, 17, 17, 133, 133, 154, 154, 165, 165, 182]","[0, 17, 133, 154, 165, 182]"
3021014318,5,"[0, 17, 17, 132, 132, 153, 153, 164, 164, 182]","[0, 17, 132, 153, 164, 182]"
3021014508,5,"[0, 18, 18, 119, 119, 151, 151, 161, 161, 177]","[0, 18, 119, 151, 161, 177]"
3023014506,5,"[0, 2, 2, 134, 134, 155, 155, 165, 165, 182]","[0, 2, 134, 155, 165, 182]"
3023014514,5,"[0, 17, 17, 135, 135, 156, 156, 166, 166, 183]","[0, 17, 135, 156, 166, 183]"
3023014518,5,"[0, 16, 16, 133, 133, 154, 154, 164, 164, 189]","[0, 16, 133, 154, 164, 189]"
3023014526,5,"[0, 10, 10, 127, 127, 146, 146, 157, 157, 175]","[0, 10, 127, 146, 157, 175]"
3023014536,5,"[0, 9, 9, 127, 127, 148, 148, 158, 158, 176]","[0, 9, 127, 148, 158, 176]"
3023014548,5,"[0, 16, 16, 133, 133, 154, 154, 164, 164, 186]","[0, 16, 133, 154, 164, 186]"
3023014552,5,"[0, 17, 17, 132, 132, 152, 152, 163, 163, 180]","[0, 17, 132, 152, 163, 180]"
3025014278,5,"[0, 20, 20, 140, 140, 160, 160, 170, 170, 187]","[0, 20, 140, 160, 170, 187]"
3025014282,5,"[0, 20, 20, 138, 138, 158, 158, 168, 168, 185]","[0, 20, 138, 158, 168, 185]"
3025014286,5,"[0, 17, 17, 135, 135, 155, 155, 166, 166, 177]","[0, 17, 135, 155, 166, 177]"
3025014294,5,"[0, 13, 13, 136, 136, 154, 154, 165, 165, 182]","[0, 13, 136, 154, 165, 182]"
3025014302,5,"[0, 17, 17, 136, 136, 156, 156, 166, 166, 183]","[0, 17, 136, 156, 166, 183]"
3027014502,5,"[0, 16, 16, 134, 134, 149, 149, 169, 169, 186]","[0, 16, 134, 149, 169, 186]"
3027014522,5,"[0, 17, 17, 134, 134, 155, 155, 165, 165, 182]","[0, 17, 134, 155, 165, 182]"
3027014528,5,"[0, 17, 17, 137, 137, 157, 157, 167, 167, 183]","[0, 17, 137, 157, 167, 183]"
3027014544,5,"[0, 17, 17, 138, 138, 159, 159, 170, 170, 184]","[0, 17, 138, 159, 170, 184]"
3027014564,5,"[0, 13, 13, 132, 132, 152, 152, 164, 164, 179]","[0, 13, 132, 152, 164, 179]"
3027014588,5,"[0, 20, 20, 137, 137, 158, 158, 168, 168, 185]","[0, 20, 137, 158, 168, 185]"
3029014274,5,"[0, 18, 18, 141, 141, 161, 161, 171, 171, 188]","[0, 18, 141, 161, 171, 188]"
3029014330,5,"[0, 17, 17, 133, 133, 154, 154, 164, 164, 182]","[0, 17, 133, 154, 164, 182]"
3029014464,5,"[0, 5, 5, 120, 120, 139, 139, 144, 144, 156]","[0, 5, 120, 139, 144, 156]"
3029014468,5,"[0, 20, 20, 140, 140, 161, 161, 171, 171, 187]","[0, 20, 140, 161, 171, 187]"
3029014472,5,"[0, 15, 15, 131, 131, 150, 150, 161, 161, 178]","[0, 15, 131, 150, 161, 178]"
3029014476,5,"[0, 18, 18, 136, 136, 157, 157, 166, 166, 184]","[0, 18, 136, 157, 166, 184]"
3031014466,5,"[0, 17, 17, 134, 134, 153, 153, 159, 159, 166]","[0, 17, 134, 153, 159, 166]"
3031014528,5,"[0, 16, 16, 130, 130, 150, 150, 160, 160, 177]","[0, 16, 130, 150, 160, 177]"
3031014536,5,"[0, 18, 18, 135, 135, 156, 156, 166, 166, 183]","[0, 18, 135, 156, 166, 183]"
3031014540,5,"[0, 17, 17, 129, 129, 150, 150, 161, 161, 177]","[0, 17, 129, 150, 161, 177]"
3031014568,5,"[0, 17, 17, 138, 138, 157, 157, 168, 168, 185]","[0, 17, 138, 157, 168, 185]"
3031014580,5,"[0, 17, 17, 137, 137, 157, 157, 167, 167, 184]","[0, 17, 137, 157, 167, 184]"
3031014584,5,"[0, 20, 20, 143, 143, 164, 164, 174, 174, 191]","[0, 20, 143, 164, 174, 191]"
3033014286,5,"[0, 21, 21, 139, 139, 160, 160, 170, 170, 187]","[0, 21, 139, 160, 170, 187]"
3033014306,5,"[0, 18, 18, 138, 138, 158, 158, 168, 168, 185]","[0, 18, 138, 158, 168, 185]"
3033014314,5,"[0, 17, 17, 126, 126, 147, 147, 157, 157, 175]","[0, 17, 126, 147, 157, 175]"
3033014326,5,"[0, 17, 17, 129, 129, 150, 150, 161, 161, 178]","[0, 17, 129, 150, 161, 178]"
3033014464,5,"[0, 5, 5, 124, 124, 144, 144, 154, 154, 171]","[0, 5, 124, 144, 154, 171]"
3035014490,5,"[0, 16, 16, 132, 132, 153, 153, 163, 163, 181]","[0, 16, 132, 153, 163, 181]"
3037014298,5,"[0, 18, 18, 139, 139, 158, 158, 169, 169, 187]","[0, 18, 139, 158, 169, 187]"
3037014334,5,"[0, 19, 19, 135, 135, 156, 156, 166, 166, 183]","[0, 19, 135, 156, 166, 183]"
3037014480,5,"[0, 17, 17, 132, 132, 154, 154, 164, 164, 181]","[0, 17, 132, 154, 164, 181]"
3037014488,5,"[0, 20, 20, 135, 135, 156, 156, 166, 166, 183]","[0, 20, 135, 156, 166, 183]"
3621681198,5,"[0, 17, 17, 141, 141, 161, 161, 171, 171, 188]","[0, 17, 141, 161, 171, 188]"
3621681356,5,"[0, 19, 19, 140, 140, 160, 160, 170, 170, 187]","[0, 19, 140, 160, 170, 187]"
3623681090,5,"[0, 6, 6, 130, 130, 150, 150, 161, 161, 178]","[0, 6, 130, 150, 161, 178]"
3623681102,5,"[0, 20, 20, 148, 148, 169, 169, 179, 179, 196]","[0, 20, 148, 169, 179, 196]"
3623681106,5,"[0, 19, 19, 142, 142, 163, 163, 174, 174, 191]","[0, 19, 142, 163, 174, 191]"
3623681110,5,"[0, 16, 16, 141, 141, 162, 162, 173, 173, 190]","[0, 16, 141, 162, 173, 190]"
3623681118,5,"[0, 12, 12, 135, 135, 156, 156, 166, 166, 183]","[0, 12, 135, 156, 166, 183]"
3623681122,5,"[0, 10, 10, 130, 130, 151, 151, 161, 161, 178]","[0, 10, 130, 151, 161, 178]"
3623681126,5,"[0, 5, 5, 127, 127, 148, 148, 159, 159, 176]","[0, 5, 127, 148, 159, 176]"
3623681134,5,"[0, 16, 16, 140, 140, 161, 161, 171, 171, 189]","[0, 16, 140, 161, 171, 189]"
3623681184,5,"[0, 18, 18, 141, 141, 163, 163, 173, 173, 190]","[0, 18, 141, 163, 173, 190]"
3623681188,5,"[0, 19, 19, 138, 138, 158, 158, 168, 168, 186]","[0, 19, 138, 158, 168, 186]"
3623681204,5,"[0, 17, 17, 144, 144, 164, 164, 174, 174, 192]","[0, 17, 144, 164, 174, 192]"
3625681202,5,"[0, 18, 18, 138, 138, 159, 159, 169, 169, 186]","[0, 18, 138, 159, 169, 186]"
3625681344,5,"[0, 20, 20, 141, 141, 160, 160, 171, 171, 187]","[0, 20, 141, 160, 171, 187]"
3625681348,5,"[0, 5, 5, 124, 124, 144, 144, 155, 155, 171]","[0, 5, 124, 144, 155, 171]"
3625681356,5,"[0, 28, 28, 153, 153, 174, 174, 184, 184, 202]","[0, 28, 153, 174, 184, 202]"
3625681388,5,"[0, 8, 8, 138, 138, 158, 158, 169, 169, 192]","[0, 8, 138, 158, 169, 192]"
3625681392,5,"[0, 17, 17, 139, 139, 160, 160, 170, 170, 187]","[0, 17, 139, 160, 170, 187]"
3625681404,5,"[0, 20, 20, 147, 147, 168, 168, 178, 178, 195]","[0, 20, 147, 168, 178, 195]"
3627681150,5,"[0, 19, 19, 134, 134, 147, 147, 155, 155, 173]","[0, 19, 134, 147, 155, 173]"
3834719080,5,"[0, 20, 20, 145, 145, 166, 166, 177, 177, 194]","[0, 20, 145, 166, 177, 194]"
3844719152,5,"[0, 20, 20, 141, 141, 160, 160, 171, 171, 188]","[0, 20, 141, 160, 171, 188]"
3846719084,5,"[0, 14, 14, 140, 140, 161, 161, 169, 169, 189]","[0, 14, 140, 161, 169, 189]"
3846719092,5,"[0, 5, 5, 135, 135, 156, 156, 166, 166, 184]","[0, 5, 135, 156, 166, 184]"
3846719100,5,"[0, 5, 5, 134, 134, 155, 155, 165, 165, 182]","[0, 5, 134, 155, 165, 182]"
4167773542,5,"[0, 17, 17, 141, 141, 162, 162, 173, 173, 190]","[0, 17, 141, 162, 173, 190]"
4167773568,5,"[0, 9, 9, 132, 132, 153, 153, 163, 163, 180]","[0, 9, 132, 153, 163, 180]"
4167773572,5,"[0, 12, 12, 150, 150, 171, 171, 181, 181, 198]","[0, 12, 150, 171, 181, 198]"
4167773580,3,"[0, 19, 19, 145, 145, 151]","[0, 19, 145, 151]"
4167773604,5,"[0, 5, 5, 125, 125, 144, 144, 154, 154, 169]","[0, 5, 125, 144, 154, 169]"
4169773318,5,"[0, 20, 20, 144, 144, 165, 165, 175, 175, 193]","[0, 20, 144, 165, 175, 193]"
4169773334,5,"[0, 17, 17, 145, 145, 166, 166, 175, 175, 194]","[0, 17, 145, 166, 175, 194]"
4171773558,5,"[0, 19, 19, 147, 147, 168, 168, 178, 178, 196]","[0, 19, 147, 168, 178, 196]"
4171773580,5,"[0, 17, 17, 143, 143, 163, 163, 173, 173, 191]","[0, 17, 143, 163, 173, 191]"
4171773584,5,"[0, 18, 18, 145, 145, 160, 160, 176, 176, 193]","[0, 18, 145, 160, 176, 193]"
4171773596,5,"[0, 17, 17, 142, 142, 163, 163, 173, 173, 191]","[0, 17, 142, 163, 173, 191]"
4171773608,5,"[0, 16, 16, 141, 141, 162, 162, 175, 175, 190]","[0, 16, 141, 162, 175, 190]"
4171773612,5,"[0, 17, 17, 142, 142, 162, 162, 173, 173, 190]","[0, 17, 142, 162, 173, 190]"
4171773620,5,"[0, 19, 19, 146, 146, 167, 167, 177, 177, 195]","[0, 19, 146, 167, 177, 195]"
4173773318,5,"[0, 20, 20, 147, 147, 167, 167, 177, 177, 194]","[0, 20, 147, 167, 177, 194]"
4173773326,5,"[0, 17, 17, 142, 142, 163, 163, 173, 173, 190]","[0, 17, 142, 163, 173, 190]"
4173773330,5,"[0, 20, 20, 153, 153, 172, 172, 183, 183, 200]","[0, 20, 153, 172, 183, 200]"
4173773362,5,"[0, 17, 17, 141, 141, 161, 161, 173, 173, 191]","[0, 17, 141, 161, 173, 191]"
4173773370,5,"[0, 20, 20, 148, 148, 168, 168, 178, 178, 195]","[0, 20, 148, 168, 178, 195]"
4175773538,5,"[0, 11, 11, 134, 134, 155, 155, 165, 165, 183]","[0, 11, 134, 155, 165, 183]"
4175773554,5,"[0, 23, 23, 149, 149, 168, 168, 178, 178, 196]","[0, 23, 149, 168, 178, 196]"
4175773558,5,"[0, 17, 17, 142, 142, 163, 163, 173, 173, 191]","[0, 17, 142, 163, 173, 191]"
4175773562,5,"[0, 16, 16, 136, 136, 156, 156, 165, 165, 183]","[0, 16, 136, 156, 165, 183]"
4175773568,5,"[0, 16, 16, 138, 138, 159, 159, 169, 169, 187]","[0, 16, 138, 159, 169, 187]"
4175773572,5,"[0, 17, 17, 143, 143, 162, 162, 173, 173, 190]","[0, 17, 143, 162, 173, 190]"
4175773600,5,"[0, 16, 16, 142, 142, 161, 161, 172, 172, 189]","[0, 16, 142, 161, 172, 189]"
4175773624,5,"[0, 17, 17, 144, 144, 163, 163, 177, 177, 192]","[0, 17, 144, 163, 177, 192]"
4177773326,5,"[0, 17, 17, 134, 134, 155, 155, 166, 166, 183]","[0, 17, 134, 155, 166, 183]"
4177773330,5,"[0, 13, 13, 141, 141, 162, 162, 172, 172, 190]","[0, 13, 141, 162, 172, 190]"
4177773350,5,"[0, 18, 18, 143, 143, 164, 164, 173, 173, 192]","[0, 18, 143, 164, 173, 192]"
4177773362,5,"[0, 18, 18, 138, 138, 159, 159, 170, 170, 187]","[0, 18, 138, 159, 170, 187]"
4177773374,5,"[0, 16, 16, 141, 141, 162, 162, 172, 172, 189]","[0, 16, 141, 162, 172, 189]"
4177773560,5,"[0, 17, 17, 139, 139, 160, 160, 170, 170, 188]","[0, 17, 139, 160, 170, 188]"
4179773506,5,"[0, 17, 17, 140, 140, 161, 161, 171, 171, 189]","[0, 17, 140, 161, 171, 189]"
4179773518,5,"[0, 18, 18, 141, 141, 161, 161, 171, 171, 187]","[0, 18, 141, 161, 171, 187]"
